ENSG00000001629	ANKIB1	H. sapiens	S000001725	HEL1	S. cerevisiae	orthologue
ENSG00000001630	CYP51A1	H. sapiens	S000001049	ERG11	S. cerevisiae	homologue
ENSG00000001630	CYP51A1	H. sapiens	S000001049	ERG11	S. cerevisiae	least diverged orthologue
ENSG00000001630	CYP51A1	H. sapiens	S000001049	ERG11	S. cerevisiae	orthologue
ENSG00000001630	CYP51A1	H. sapiens	S000001049	ERG11	S. cerevisiae	orthologue
ENSG00000002016	RAD52	H. sapiens	S000002217	RAD59	S. cerevisiae	orthologue
ENSG00000002016	RAD52	H. sapiens	S000004494	RAD52	S. cerevisiae	homologue
ENSG00000002016	RAD52	H. sapiens	S000004494	RAD52	S. cerevisiae	least diverged orthologue
ENSG00000002016	RAD52	H. sapiens	S000004494	RAD52	S. cerevisiae	orthologue
ENSG00000002822	MAD1L1	H. sapiens	S000003054	MAD1	S. cerevisiae	least diverged orthologue
ENSG00000002919	SNX11	H. sapiens	S000003573	SNX4	S. cerevisiae	orthologue
ENSG00000002919	SNX11	H. sapiens	S000004606	MVP1	S. cerevisiae	orthologue
ENSG00000002919	SNX11	H. sapiens	S000005658	VPS17	S. cerevisiae	orthologue
ENSG00000002919	SNX11	H. sapiens	S000005884	SNX3	S. cerevisiae	homologue
ENSG00000002919	SNX11	H. sapiens	S000005884	SNX3	S. cerevisiae	orthologue
ENSG00000003056	M6PR	H. sapiens	S000006283	MRL1	S. cerevisiae	orthologue
ENSG00000003137	CYP26B1	H. sapiens	S000004617	ERG5	S. cerevisiae	homologue
ENSG00000003137	CYP26B1	H. sapiens	S000004617	ERG5	S. cerevisiae	orthologue
ENSG00000003393	ALS2	H. sapiens	S000000484	SAF1	S. cerevisiae	least diverged orthologue
ENSG00000003393	ALS2	H. sapiens	S000004067	FMP25	S. cerevisiae	orthologue
ENSG00000003509	NDUFAF7	H. sapiens	S000001645	""	S. cerevisiae	least diverged horizontal gene transfer
ENSG00000003987	MTMR7	H. sapiens	S000003871	YMR1	S. cerevisiae	homologue
ENSG00000003987	MTMR7	H. sapiens	S000003871	YMR1	S. cerevisiae	orthologue
ENSG00000004059	ARF5	H. sapiens	S000002296	ARF2	S. cerevisiae	homologue
ENSG00000004059	ARF5	H. sapiens	S000002296	ARF2	S. cerevisiae	orthologue
ENSG00000004059	ARF5	H. sapiens	S000002351	ARF1	S. cerevisiae	homologue
ENSG00000004059	ARF5	H. sapiens	S000002351	ARF1	S. cerevisiae	orthologue
ENSG00000004455	AK2	H. sapiens	S000002634	ADK1	S. cerevisiae	homologue
ENSG00000004455	AK2	H. sapiens	S000002634	ADK1	S. cerevisiae	least diverged orthologue
ENSG00000004455	AK2	H. sapiens	S000002634	ADK1	S. cerevisiae	orthologue
ENSG00000004455	AK2	H. sapiens	S000002634	ADK1	S. cerevisiae	orthologue
ENSG00000004478	FKBP4	H. sapiens	S000005079	FPR1	S. cerevisiae	homologue
ENSG00000004660	CAMKK1	H. sapiens	S000000931	SAK1	S. cerevisiae	homologue
ENSG00000004660	CAMKK1	H. sapiens	S000000931	SAK1	S. cerevisiae	least diverged orthologue
ENSG00000004660	CAMKK1	H. sapiens	S000000931	SAK1	S. cerevisiae	orthologue
ENSG00000004660	CAMKK1	H. sapiens	S000001531	ELM1	S. cerevisiae	orthologue
ENSG00000004660	CAMKK1	H. sapiens	S000003147	TOS3	S. cerevisiae	homologue
ENSG00000004660	CAMKK1	H. sapiens	S000003147	TOS3	S. cerevisiae	orthologue
ENSG00000004660	CAMKK1	H. sapiens	S000003147	TOS3	S. cerevisiae	orthologue
ENSG00000004700	RECQL	H. sapiens	S000004802	SGS1	S. cerevisiae	homologue
ENSG00000004776	HSPB6	H. sapiens	S000000276	HSP26	S. cerevisiae	orthologue
ENSG00000004777	ARHGAP33	H. sapiens	S000000464	RGD1	S. cerevisiae	homologue
ENSG00000004779	NDUFAB1	H. sapiens	S000001675	ACP1	S. cerevisiae	homologue
ENSG00000004779	NDUFAB1	H. sapiens	S000001675	ACP1	S. cerevisiae	orthologue
ENSG00000004779	NDUFAB1	H. sapiens	S000001675	ACP1	S. cerevisiae	orthologue
ENSG00000004799	PDK4	H. sapiens	S000001304	PKP1	S. cerevisiae	homologue
ENSG00000004799	PDK4	H. sapiens	S000001304	PKP1	S. cerevisiae	orthologue
ENSG00000004846	ABCB5	H. sapiens	S000001692	STE6	S. cerevisiae	homologue
ENSG00000004846	ABCB5	H. sapiens	S000001692	STE6	S. cerevisiae	orthologue
ENSG00000004846	ABCB5	H. sapiens	S000004178	MDL1	S. cerevisiae	orthologue
ENSG00000004846	ABCB5	H. sapiens	S000006191	MDL2	S. cerevisiae	orthologue
ENSG00000004864	SLC25A13	H. sapiens	S000006225	AGC1	S. cerevisiae	homologue
ENSG00000004864	SLC25A13	H. sapiens	S000006225	AGC1	S. cerevisiae	orthologue
ENSG00000004864	SLC25A13	H. sapiens	S000006225	AGC1	S. cerevisiae	orthologue
ENSG00000004864	SLC25A13	H. sapiens	S000006332	ANT1	S. cerevisiae	orthologue
ENSG00000004897	CDC27	H. sapiens	S000000180	CDC27	S. cerevisiae	homologue
ENSG00000004897	CDC27	H. sapiens	S000000180	CDC27	S. cerevisiae	least diverged orthologue
ENSG00000004897	CDC27	H. sapiens	S000000180	CDC27	S. cerevisiae	orthologue
ENSG00000004897	CDC27	H. sapiens	S000001209	CDC23	S. cerevisiae	horizontal gene transfer
ENSG00000004897	CDC27	H. sapiens	S000001505	CDC16	S. cerevisiae	horizontal gene transfer
ENSG00000004939	SLC4A1	H. sapiens	S000005219	BOR1	S. cerevisiae	homologue
ENSG00000004961	HCCS	H. sapiens	S000000037	CYC3	S. cerevisiae	homologue
ENSG00000004961	HCCS	H. sapiens	S000000037	CYC3	S. cerevisiae	orthologue
ENSG00000004961	HCCS	H. sapiens	S000001570	CYT2	S. cerevisiae	least diverged orthologue
ENSG00000004961	HCCS	H. sapiens	S000001570	CYT2	S. cerevisiae	orthologue
ENSG00000004961	HCCS	H. sapiens	S000001570	CYT2	S. cerevisiae	orthologue
ENSG00000005007	UPF1	H. sapiens	S000000978	ECM32	S. cerevisiae	orthologue
ENSG00000005007	UPF1	H. sapiens	S000004685	NAM7	S. cerevisiae	homologue
ENSG00000005007	UPF1	H. sapiens	S000004685	NAM7	S. cerevisiae	least diverged orthologue
ENSG00000005007	UPF1	H. sapiens	S000004685	NAM7	S. cerevisiae	orthologue
ENSG00000005007	UPF1	H. sapiens	S000004685	NAM7	S. cerevisiae	orthologue
ENSG00000005022	SLC25A5	H. sapiens	S000000126	PET9	S. cerevisiae	homologue
ENSG00000005022	SLC25A5	H. sapiens	S000000126	PET9	S. cerevisiae	orthologue
ENSG00000005022	SLC25A5	H. sapiens	S000000289	AAC3	S. cerevisiae	homologue
ENSG00000005022	SLC25A5	H. sapiens	S000000289	AAC3	S. cerevisiae	orthologue
ENSG00000005022	SLC25A5	H. sapiens	S000004660	AAC1	S. cerevisiae	homologue
ENSG00000005022	SLC25A5	H. sapiens	S000004660	AAC1	S. cerevisiae	orthologue
ENSG00000005073	HOXA11	H. sapiens	S000002264	PHO2	S. cerevisiae	orthologue
ENSG00000005073	HOXA11	H. sapiens	S000002859	YHP1	S. cerevisiae	orthologue
ENSG00000005073	HOXA11	H. sapiens	S000004489	YOX1	S. cerevisiae	orthologue
ENSG00000005075	POLR2J	H. sapiens	S000005365	RPB11	S. cerevisiae	homologue
ENSG00000005075	POLR2J	H. sapiens	S000005365	RPB11	S. cerevisiae	least diverged orthologue
ENSG00000005075	POLR2J	H. sapiens	S000005365	RPB11	S. cerevisiae	orthologue
ENSG00000005100	DHX33	H. sapiens	S000000815	PRP22	S. cerevisiae	homologue
ENSG00000005156	LIG3	H. sapiens	S000002323	CDC9	S. cerevisiae	homologue
ENSG00000005175	RPAP3	H. sapiens	S000005553	STI1	S. cerevisiae	homologue
ENSG00000005187	ACSM3	H. sapiens	S000000050	ACS1	S. cerevisiae	homologue
ENSG00000005187	ACSM3	H. sapiens	S000004143	ACS2	S. cerevisiae	homologue
ENSG00000005189	LOC81691	H. sapiens	S000003508	RNH70	S. cerevisiae	homologue
ENSG00000005194	CIAPIN1	H. sapiens	S000001779	DRE2	S. cerevisiae	homologue
ENSG00000005194	CIAPIN1	H. sapiens	S000001779	DRE2	S. cerevisiae	least diverged orthologue
ENSG00000005194	CIAPIN1	H. sapiens	S000001779	DRE2	S. cerevisiae	orthologue
ENSG00000005206	SPPL2B	H. sapiens	S000001583	YPF1	S. cerevisiae	homologue
ENSG00000005243	COPZ2	H. sapiens	S000005931	RET3	S. cerevisiae	homologue
ENSG00000005243	COPZ2	H. sapiens	S000005931	RET3	S. cerevisiae	orthologue
ENSG00000005243	COPZ2	H. sapiens	S000005931	RET3	S. cerevisiae	orthologue
ENSG00000005249	PRKAR2B	H. sapiens	S000001295	BCY1	S. cerevisiae	homologue
ENSG00000005249	PRKAR2B	H. sapiens	S000001295	BCY1	S. cerevisiae	least diverged orthologue
ENSG00000005249	PRKAR2B	H. sapiens	S000001295	BCY1	S. cerevisiae	orthologue
ENSG00000005302	MSL3	H. sapiens	S000006227	EAF3	S. cerevisiae	least diverged orthologue
ENSG00000005302	MSL3	H. sapiens	S000006227	EAF3	S. cerevisiae	orthologue
ENSG00000005339	CREBBP	H. sapiens	S000002228	BDF2	S. cerevisiae	homologue
ENSG00000005339	CREBBP	H. sapiens	S000004391	BDF1	S. cerevisiae	homologue
ENSG00000005448	WDR54	H. sapiens	S000001308	MET30	S. cerevisiae	orthologue
ENSG00000005448	WDR54	H. sapiens	S000001744	CAF4	S. cerevisiae	orthologue
ENSG00000005448	WDR54	H. sapiens	S000001885	CDC4	S. cerevisiae	orthologue
ENSG00000005448	WDR54	H. sapiens	S000003648	MDV1	S. cerevisiae	orthologue
ENSG00000005469	CROT	H. sapiens	S000004506	CAT2	S. cerevisiae	homologue
ENSG00000005469	CROT	H. sapiens	S000004506	CAT2	S. cerevisiae	orthologue
ENSG00000005469	CROT	H. sapiens	S000004506	CAT2	S. cerevisiae	orthologue
ENSG00000005471	ABCB4	H. sapiens	S000001692	STE6	S. cerevisiae	homologue
ENSG00000005471	ABCB4	H. sapiens	S000001692	STE6	S. cerevisiae	orthologue
ENSG00000005471	ABCB4	H. sapiens	S000004178	MDL1	S. cerevisiae	orthologue
ENSG00000005471	ABCB4	H. sapiens	S000006191	MDL2	S. cerevisiae	orthologue
ENSG00000005486	RHBDD2	H. sapiens	S000005434	DSC2	S. cerevisiae	least diverged orthologue
ENSG00000005513	SOX8	H. sapiens	S000005899	NDD1	S. cerevisiae	orthologue
ENSG00000005513	SOX8	H. sapiens	S000006269	ROX1	S. cerevisiae	orthologue
ENSG00000005513	SOX8	H. sapiens	S000006269	ROX1	S. cerevisiae	orthologue
ENSG00000005700	IBTK	H. sapiens	S000003065	SRM1	S. cerevisiae	homologue
ENSG00000005882	PDK2	H. sapiens	S000001304	PKP1	S. cerevisiae	homologue
ENSG00000005882	PDK2	H. sapiens	S000001304	PKP1	S. cerevisiae	least diverged orthologue
ENSG00000005981	ASB4	H. sapiens	S000001374	HOS4	S. cerevisiae	orthologue
ENSG00000006007	GDE1	H. sapiens	S000006127	PGC1	S. cerevisiae	least diverged orthologue
ENSG00000006025	OSBPL7	H. sapiens	S000000081	SWH1	S. cerevisiae	homologue
ENSG00000006025	OSBPL7	H. sapiens	S000001115	OSH3	S. cerevisiae	orthologue
ENSG00000006025	OSBPL7	H. sapiens	S000001115	OSH3	S. cerevisiae	orthologue
ENSG00000006025	OSBPL7	H. sapiens	S000002177	OSH2	S. cerevisiae	homologue
ENSG00000006062	MAP3K14	H. sapiens	S000000072	CDC15	S. cerevisiae	homologue
ENSG00000006062	MAP3K14	H. sapiens	S000005757	MKK1	S. cerevisiae	orthologue
ENSG00000006062	MAP3K14	H. sapiens	S000006061	MKK2	S. cerevisiae	orthologue
ENSG00000006071	ABCC8	H. sapiens	S000001027	VMR1	S. cerevisiae	orthologue
ENSG00000006071	ABCC8	H. sapiens	S000001692	STE6	S. cerevisiae	orthologue
ENSG00000006071	ABCC8	H. sapiens	S000002542	YCF1	S. cerevisiae	homologue
ENSG00000006071	ABCC8	H. sapiens	S000002542	YCF1	S. cerevisiae	orthologue
ENSG00000006071	ABCC8	H. sapiens	S000003513	YOR1	S. cerevisiae	orthologue
ENSG00000006071	ABCC8	H. sapiens	S000003938	BPT1	S. cerevisiae	orthologue
ENSG00000006071	ABCC8	H. sapiens	S000003971	YBT1	S. cerevisiae	orthologue
ENSG00000006125	AP2B1	H. sapiens	S000001618	APL2	S. cerevisiae	homologue
ENSG00000006125	AP2B1	H. sapiens	S000001618	APL2	S. cerevisiae	orthologue
ENSG00000006125	AP2B1	H. sapiens	S000001618	APL2	S. cerevisiae	orthologue
ENSG00000006125	AP2B1	H. sapiens	S000003765	APL1	S. cerevisiae	orthologue
ENSG00000006125	AP2B1	H. sapiens	S000003765	APL1	S. cerevisiae	orthologue
ENSG00000006283	CACNA1G	H. sapiens	S000003449	CCH1	S. cerevisiae	orthologue
ENSG00000006451	RALA	H. sapiens	S000005042	RAS2	S. cerevisiae	homologue
ENSG00000006451	RALA	H. sapiens	S000005042	RAS2	S. cerevisiae	orthologue
ENSG00000006451	RALA	H. sapiens	S000005627	RAS1	S. cerevisiae	homologue
ENSG00000006451	RALA	H. sapiens	S000005627	RAS1	S. cerevisiae	orthologue
ENSG00000006459	KDM7A	H. sapiens	S000000853	JHD1	S. cerevisiae	homologue
ENSG00000006459	KDM7A	H. sapiens	S000000853	JHD1	S. cerevisiae	least diverged orthologue
ENSG00000006534	ALDH3B1	H. sapiens	S000004716	HFD1	S. cerevisiae	homologue
ENSG00000006534	ALDH3B1	H. sapiens	S000004716	HFD1	S. cerevisiae	orthologue
ENSG00000006534	ALDH3B1	H. sapiens	S000004716	HFD1	S. cerevisiae	orthologue
ENSG00000006534	ALDH3B1	H. sapiens	S000004716	HFD1	S. cerevisiae	orthologue
ENSG00000006634	DBF4	H. sapiens	S000002459	DBF4	S. cerevisiae	least diverged orthologue
ENSG00000006695	COX10	H. sapiens	S000006093	COX10	S. cerevisiae	homologue
ENSG00000006695	COX10	H. sapiens	S000006093	COX10	S. cerevisiae	least diverged orthologue
ENSG00000006695	COX10	H. sapiens	S000006093	COX10	S. cerevisiae	orthologue
ENSG00000006712	PAF1	H. sapiens	S000000483	PAF1	S. cerevisiae	least diverged orthologue
ENSG00000006715	VPS41	H. sapiens	S000000002	VPS8	S. cerevisiae	orthologue
ENSG00000006715	VPS41	H. sapiens	S000002487	VPS41	S. cerevisiae	homologue
ENSG00000006715	VPS41	H. sapiens	S000002487	VPS41	S. cerevisiae	least diverged orthologue
ENSG00000006715	VPS41	H. sapiens	S000002487	VPS41	S. cerevisiae	orthologue
ENSG00000006740	ARHGAP44	H. sapiens	S000002787	RGA2	S. cerevisiae	homologue
ENSG00000006740	ARHGAP44	H. sapiens	S000005653	RGA1	S. cerevisiae	homologue
ENSG00000006788	MYH13	H. sapiens	S000001065	MYO1	S. cerevisiae	homologue
ENSG00000006788	MYH13	H. sapiens	S000001065	MYO1	S. cerevisiae	orthologue
ENSG00000006831	ADIPOR2	H. sapiens	S000002900	IZH1	S. cerevisiae	homologue
ENSG00000006831	ADIPOR2	H. sapiens	S000002900	IZH1	S. cerevisiae	least diverged orthologue
ENSG00000006831	ADIPOR2	H. sapiens	S000002900	IZH1	S. cerevisiae	orthologue
ENSG00000006831	ADIPOR2	H. sapiens	S000005362	IZH2	S. cerevisiae	homologue
ENSG00000006831	ADIPOR2	H. sapiens	S000005362	IZH2	S. cerevisiae	orthologue
ENSG00000006831	ADIPOR2	H. sapiens	S000005362	IZH2	S. cerevisiae	orthologue
ENSG00000006831	ADIPOR2	H. sapiens	S000005461	IZH4	S. cerevisiae	orthologue
ENSG00000006837	CDKL3	H. sapiens	S000002266	KIN28	S. cerevisiae	homologue
ENSG00000007047	MARK4	H. sapiens	S000000529	KCC4	S. cerevisiae	homologue
ENSG00000007047	MARK4	H. sapiens	S000001584	HSL1	S. cerevisiae	homologue
ENSG00000007047	MARK4	H. sapiens	S000002915	GIN4	S. cerevisiae	homologue
ENSG00000007080	CCDC124	H. sapiens	S000028521	LSO2	S. cerevisiae	least diverged orthologue
ENSG00000007080	CCDC124	H. sapiens	S000028523	LSO1	S. cerevisiae	orthologue
ENSG00000007168	PAFAH1B1	H. sapiens	S000005795	PAC1	S. cerevisiae	orthologue
ENSG00000007168	PAFAH1B1	H. sapiens	S000006382	PRP4	S. cerevisiae	homologue
ENSG00000007171	NOS2	H. sapiens	S000006252	TAH18	S. cerevisiae	homologue
ENSG00000007202	KIAA0100	H. sapiens	S000004446	FMP27	S. cerevisiae	least diverged orthologue
ENSG00000007202	KIAA0100	H. sapiens	S000006321	""	S. cerevisiae	orthologue
ENSG00000007237	GAS7	H. sapiens	S000001847	RGD2	S. cerevisiae	least diverged orthologue
ENSG00000007255	TRAPPC6A	H. sapiens	S000005641	TRS33	S. cerevisiae	homologue
ENSG00000007255	TRAPPC6A	H. sapiens	S000005641	TRS33	S. cerevisiae	orthologue
ENSG00000007255	TRAPPC6A	H. sapiens	S000005641	TRS33	S. cerevisiae	orthologue
ENSG00000007314	SCN4A	H. sapiens	S000003449	CCH1	S. cerevisiae	orthologue
ENSG00000007350	TKTL1	H. sapiens	S000000321	TKL2	S. cerevisiae	homologue
ENSG00000007350	TKTL1	H. sapiens	S000000321	TKL2	S. cerevisiae	orthologue
ENSG00000007350	TKTL1	H. sapiens	S000000425	PDB1	S. cerevisiae	horizontal gene transfer
ENSG00000007350	TKTL1	H. sapiens	S000006278	TKL1	S. cerevisiae	homologue
ENSG00000007350	TKTL1	H. sapiens	S000006278	TKL1	S. cerevisiae	orthologue
ENSG00000007376	RPUSD1	H. sapiens	S000003401	PUS6	S. cerevisiae	homologue
ENSG00000007392	LUC7L	H. sapiens	S000002245	LUC7	S. cerevisiae	homologue
ENSG00000007392	LUC7L	H. sapiens	S000002245	LUC7	S. cerevisiae	orthologue
ENSG00000007392	LUC7L	H. sapiens	S000002245	LUC7	S. cerevisiae	orthologue
ENSG00000007392	LUC7L	H. sapiens	S000002245	LUC7	S. cerevisiae	orthologue
ENSG00000007520	TSR3	H. sapiens	S000005532	TSR3	S. cerevisiae	homologue
ENSG00000007520	TSR3	H. sapiens	S000005532	TSR3	S. cerevisiae	least diverged orthologue
ENSG00000007520	TSR3	H. sapiens	S000005532	TSR3	S. cerevisiae	orthologue
ENSG00000007541	PIGQ	H. sapiens	S000003448	GPI1	S. cerevisiae	homologue
ENSG00000007541	PIGQ	H. sapiens	S000003448	GPI1	S. cerevisiae	least diverged orthologue
ENSG00000007541	PIGQ	H. sapiens	S000003448	GPI1	S. cerevisiae	orthologue
ENSG00000007866	TEAD3	H. sapiens	S000000287	TEC1	S. cerevisiae	orthologue
ENSG00000007923	DNAJC11	H. sapiens	S000004080	XDJ1	S. cerevisiae	homologue
ENSG00000007923	DNAJC11	H. sapiens	S000004827	SCJ1	S. cerevisiae	homologue
ENSG00000007923	DNAJC11	H. sapiens	S000005021	APJ1	S. cerevisiae	homologue
ENSG00000007933	FMO3	H. sapiens	S000001219	FMO1	S. cerevisiae	homologue
ENSG00000008018	PSMB1	H. sapiens	S000000137	PRE7	S. cerevisiae	homologue
ENSG00000008018	PSMB1	H. sapiens	S000000137	PRE7	S. cerevisiae	least diverged orthologue
ENSG00000008018	PSMB1	H. sapiens	S000000137	PRE7	S. cerevisiae	orthologue
ENSG00000008018	PSMB1	H. sapiens	S000000137	PRE7	S. cerevisiae	orthologue
ENSG00000008083	JARID2	H. sapiens	S000003880	JHD2	S. cerevisiae	homologue
ENSG00000008083	JARID2	H. sapiens	S000003880	JHD2	S. cerevisiae	orthologue
ENSG00000008083	JARID2	H. sapiens	S000004788	ECM5	S. cerevisiae	orthologue
ENSG00000008086	CDKL5	H. sapiens	S000002266	KIN28	S. cerevisiae	homologue
ENSG00000008118	CAMK1G	H. sapiens	S000001910	CMK1	S. cerevisiae	homologue
ENSG00000008118	CAMK1G	H. sapiens	S000001910	CMK1	S. cerevisiae	orthologue
ENSG00000008118	CAMK1G	H. sapiens	S000001910	CMK1	S. cerevisiae	orthologue
ENSG00000008118	CAMK1G	H. sapiens	S000002259	DUN1	S. cerevisiae	orthologue
ENSG00000008118	CAMK1G	H. sapiens	S000003126	RCK1	S. cerevisiae	orthologue
ENSG00000008118	CAMK1G	H. sapiens	S000004238	RCK2	S. cerevisiae	orthologue
ENSG00000008118	CAMK1G	H. sapiens	S000005376	CMK2	S. cerevisiae	homologue
ENSG00000008118	CAMK1G	H. sapiens	S000005376	CMK2	S. cerevisiae	orthologue
ENSG00000008118	CAMK1G	H. sapiens	S000005376	CMK2	S. cerevisiae	orthologue
ENSG00000008128	CDK11A	H. sapiens	S000001622	CTK1	S. cerevisiae	homologue
ENSG00000008130	NADK	H. sapiens	S000000767	YEF1	S. cerevisiae	homologue
ENSG00000008130	NADK	H. sapiens	S000000767	YEF1	S. cerevisiae	orthologue
ENSG00000008130	NADK	H. sapiens	S000000767	YEF1	S. cerevisiae	orthologue
ENSG00000008130	NADK	H. sapiens	S000003810	UTR1	S. cerevisiae	homologue
ENSG00000008130	NADK	H. sapiens	S000003810	UTR1	S. cerevisiae	orthologue
ENSG00000008130	NADK	H. sapiens	S000003810	UTR1	S. cerevisiae	orthologue
ENSG00000008130	NADK	H. sapiens	S000006109	POS5	S. cerevisiae	orthologue
ENSG00000008256	CYTH3	H. sapiens	S000002577	SEC7	S. cerevisiae	homologue
ENSG00000008311	AASS	H. sapiens	S000001473	LYS1	S. cerevisiae	least diverged horizontal gene transfer
ENSG00000008311	AASS	H. sapiens	S000005333	LYS9	S. cerevisiae	homologue
ENSG00000008311	AASS	H. sapiens	S000005333	LYS9	S. cerevisiae	least diverged orthologue
ENSG00000008311	AASS	H. sapiens	S000005333	LYS9	S. cerevisiae	orthologue
ENSG00000008382	MPND	H. sapiens	S000001933	RSC8	S. cerevisiae	orthologue
ENSG00000008382	MPND	H. sapiens	S000003712	SWI3	S. cerevisiae	orthologue
ENSG00000008405	CRY1	H. sapiens	S000005913	PHR1	S. cerevisiae	homologue
ENSG00000008853	RHOBTB2	H. sapiens	S000006369	RHO1	S. cerevisiae	homologue
ENSG00000008869	HEATR5B	H. sapiens	S000003743	LAA1	S. cerevisiae	homologue
ENSG00000008869	HEATR5B	H. sapiens	S000003743	LAA1	S. cerevisiae	least diverged orthologue
ENSG00000008952	SEC62	H. sapiens	S000006015	SEC62	S. cerevisiae	homologue
ENSG00000008952	SEC62	H. sapiens	S000006015	SEC62	S. cerevisiae	least diverged orthologue
ENSG00000008952	SEC62	H. sapiens	S000006015	SEC62	S. cerevisiae	orthologue
ENSG00000009335	UBE3C	H. sapiens	S000003109	HUL5	S. cerevisiae	homologue
ENSG00000009335	UBE3C	H. sapiens	S000003109	HUL5	S. cerevisiae	orthologue
ENSG00000009335	UBE3C	H. sapiens	S000003109	HUL5	S. cerevisiae	orthologue
ENSG00000009413	REV3L	H. sapiens	S000006088	REV3	S. cerevisiae	homologue
ENSG00000009413	REV3L	H. sapiens	S000006088	REV3	S. cerevisiae	least diverged orthologue
ENSG00000009780	FAM76A	H. sapiens	S000005941	ULP1	S. cerevisiae	orthologue
ENSG00000009790	TRAF3IP3	H. sapiens	S000002608	VPS64	S. cerevisiae	orthologue
ENSG00000009790	TRAF3IP3	H. sapiens	S000004228	FAR10	S. cerevisiae	orthologue
ENSG00000009830	POMT2	H. sapiens	S000000021	PMT2	S. cerevisiae	homologue
ENSG00000009830	POMT2	H. sapiens	S000000021	PMT2	S. cerevisiae	orthologue
ENSG00000009830	POMT2	H. sapiens	S000000021	PMT2	S. cerevisiae	orthologue
ENSG00000009830	POMT2	H. sapiens	S000000021	PMT2	S. cerevisiae	orthologue
ENSG00000009830	POMT2	H. sapiens	S000002251	PMT5	S. cerevisiae	orthologue
ENSG00000009830	POMT2	H. sapiens	S000002253	PMT1	S. cerevisiae	orthologue
ENSG00000009830	POMT2	H. sapiens	S000002715	PMT7	S. cerevisiae	orthologue
ENSG00000009830	POMT2	H. sapiens	S000003431	PMT6	S. cerevisiae	homologue
ENSG00000009830	POMT2	H. sapiens	S000003431	PMT6	S. cerevisiae	orthologue
ENSG00000009830	POMT2	H. sapiens	S000003431	PMT6	S. cerevisiae	orthologue
ENSG00000009830	POMT2	H. sapiens	S000003904	PMT4	S. cerevisiae	orthologue
ENSG00000009830	POMT2	H. sapiens	S000005848	PMT3	S. cerevisiae	homologue
ENSG00000009830	POMT2	H. sapiens	S000005848	PMT3	S. cerevisiae	orthologue
ENSG00000009830	POMT2	H. sapiens	S000005848	PMT3	S. cerevisiae	orthologue
ENSG00000009844	VTA1	H. sapiens	S000004171	VTA1	S. cerevisiae	least diverged orthologue
ENSG00000009954	BAZ1B	H. sapiens	S000003484	GCN5	S. cerevisiae	homologue
ENSG00000010017	RANBP9	H. sapiens	S000001607	SSH4	S. cerevisiae	orthologue
ENSG00000010017	RANBP9	H. sapiens	S000003196	VID30	S. cerevisiae	homologue
ENSG00000010017	RANBP9	H. sapiens	S000003196	VID30	S. cerevisiae	orthologue
ENSG00000010017	RANBP9	H. sapiens	S000004781	EAR1	S. cerevisiae	orthologue
ENSG00000010219	DYRK4	H. sapiens	S000003677	YAK1	S. cerevisiae	homologue
